"player1","player2","win1","win2"
"Rebecca Peterson","Stefanie Voegele",1,0
"Rebecca Peterson","Tereza Martincova",1,0
"Rebecca Peterson","Viktorija Golubic",1,0
"Rebecca Peterson","Xin Yu Wang",0,1
"Rebecca Peterson","Yulia Putintseva",0,1
"Rebecca Peterson","Zarina Diyas",1,0
"Renata Zarazua","Tamara Zidansek",0,1
"Saisai Zheng","Varvara Gracheva",1,0
"Sara Errani","Su Wei Hsieh",0,1
"Sara Errani","Venus Williams",1,0
"Sara Sorribes Tormo","Shuai Zhang",1,0
"Sara Sorribes Tormo","Su Wei Hsieh",1,0
"Sara Sorribes Tormo","Varvara Gracheva",0,1
"Sara Sorribes Tormo","Vera Zvonareva",1,0
"Sara Sorribes Tormo","Viktoria Kuzmova",0,1
"Serena Williams","Simona Halep",1,0
"Serena Williams","Tsvetana Pironkova",1,0
"Shelby Rogers","Sofia Kenin",1,0
"Shelby Rogers","Sorana Cirstea",1,0
"Shelby Rogers","Veronika Kudermetova",2,1
"Shelby Rogers","Viktoria Kuzmova",1,1
"Shelby Rogers","Ysaline Bonaventure",0,1
"Shuai Zhang","Simona Halep",0,1
"Shuai Zhang","Sorana Cirstea",1,0
"Shuai Zhang","Victoria Azarenka",0,1
"Shuai Zhang","Viktoria Kuzmova",1,0
"Shuai Zhang","Viktorija Golubic",1,0
"Shuai Zhang","Vitalia Diatchenko",1,0
"Shuai Zhang","Xin Yu Wang",0,2
"Shuai Zhang","Yulia Putintseva",0,2
"Simona Halep","Sorana Cirstea",1,0
"Simona Halep","Varvara Gracheva",1,0
"Simona Halep","Veronika Kudermetova",3,1
"Simona Halep","Viktorija Golubic",1,0
"Sloane Stephens","Sofia Kenin",1,0
"Sloane Stephens","Tamara Zidansek",0,1
"Sloane Stephens","Varvara Gracheva",0,1
"Sloane Stephens","Yulia Putintseva",0,1
"Sofia Kenin","Yulia Putintseva",1,0
"Sorana Cirstea","Stefanie Voegele",1,0
"Sorana Cirstea","Tereza Martincova",1,1
"Sorana Cirstea","Varvara Gracheva",1,0
"Sorana Cirstea","Veronika Kudermetova",1,0
"Sorana Cirstea","Victoria Azarenka",0,1
"Stefanie Voegele","Tereza Martincova",0,1
"Storm Sanders","Viktoria Kuzmova",1,0
"Storm Sanders","Yulia Putintseva",1,0
"Su Wei Hsieh","Tereza Martincova",0,1
"Su Wei Hsieh","Tsvetana Pironkova",1,0
"Su Wei Hsieh","Venus Williams",1,0
"Svetlana Kuznetsova","Victoria Azarenka",0,1
"Svetlana Kuznetsova","Xin Yu Wang",1,0
"Tamara Zidansek","Tereza Martincova",0,1
"Tamara Zidansek","Varvara Gracheva",0,1
"Tamara Zidansek","Vera Zvonareva",0,1
"Zarina Diyas","Tamara Zidansek",1,0
"Tatjana Maria","Xiyu Wang",0,1
"Tereza Martincova","Vera Zvonareva",1,0
"Tereza Martincova","Victoria Azarenka",0,2
"Tereza Martincova","Viktoria Kuzmova",1,0
"Tereza Martincova","Xin Yu Wang",1,0
"Tereza Martincova","Yaroslava Shvedova",1,0
"Timea Babos","Varvara Gracheva",1,0
"Timea Babos","Ysaline Bonaventure",1,0
"Ulrikke Eikeri","Vera Zvonareva",0,1
"Varvara Gracheva","Veronika Kudermetova",0,2
"Varvara Gracheva","Ysaline Bonaventure",0,1
"Venus Williams","Zarina Diyas",0,1
"Vera Lapko","Viktorija Golubic",0,1
"Vera Lapko","Yaroslava Shvedova",1,0
"Vera Lapko","Yulia Putintseva",0,1
"Veronika Kudermetova","Victoria Azarenka",1,0
"Veronika Kudermetova","Viktoria Kuzmova",1,0
"Veronika Kudermetova","Yulia Putintseva",1,0
"Victoria Azarenka","Xiyu Wang",0,1
"Victoria Azarenka","Yulia Putintseva",2,0
"Viktoria Kuzmova","Xiyu Wang",0,1
"Viktoria Kuzmova","Ysaline Bonaventure",1,0
"Viktorija Golubic","Vitalia Diatchenko",0,1
"Viktorija Golubic","Yulia Putintseva",1,0
"Viktoriya Tomova","Xin Yu Wang",0,1
